2024-04-03 10:07:45,622 - {'calling_function_name': '__spellcheck', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 40, 'tokens_used': 1289}
2024-04-03 10:50:13,664 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 704}
2024-04-03 10:50:14,618 - {'calling_function_name': '__spellcheck', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 40, 'tokens_used': 1582}
2024-04-03 10:50:15,315 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 701}
2024-04-03 10:50:16,594 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 705}
2024-04-03 10:50:19,649 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 637}
2024-04-03 10:50:21,125 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 503}
2024-04-03 10:50:21,458 - {'calling_function_name': '__punctuationcheck', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 50, 'tokens_used': 1631}
2024-04-03 10:50:28,356 - {'calling_function_name': '__identify_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 60, 'tokens_used': 1842}
2024-04-03 10:50:29,546 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 1090}
2024-04-03 10:50:31,074 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 960}
2024-04-03 10:50:34,168 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 650}
2024-04-03 10:50:35,683 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 517}
2024-04-03 10:50:37,337 - {'calling_function_name': '__transform_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 70, 'tokens_used': 1911}
2024-04-03 10:50:43,887 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 1076}
2024-04-03 10:50:44,444 - {'calling_function_name': '__interpret_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 90, 'tokens_used': 1835}
2024-04-03 10:50:45,406 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 943}
2024-04-03 10:50:48,235 - {'calling_function_name': '__calculate_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 80, 'tokens_used': 1611}
2024-04-03 10:50:49,416 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 594}
2024-04-03 10:50:51,430 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 758}
2024-04-03 10:50:51,528 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 910}
2024-04-03 10:50:53,034 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 777}
2024-04-03 10:50:53,252 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 704}
2024-04-03 10:50:54,715 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 667}
2024-04-03 10:50:56,338 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 661}
2024-04-03 10:50:58,465 - {'calling_function_name': '__extract_activities', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_activity_labeler.py', 'calling_line': 39, 'tokens_used': 1010}
2024-04-03 10:50:58,863 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 881}
2024-04-03 10:50:59,905 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 582}
2024-04-03 10:51:00,103 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 748}
2024-04-03 10:51:01,354 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 588}
2024-04-03 10:51:02,818 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 584}
2024-04-03 10:51:04,134 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 580}
2024-04-03 10:51:05,541 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 582}
2024-04-03 10:51:06,911 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 961}
2024-04-03 10:51:06,980 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 582}
2024-04-03 10:51:08,214 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 581}
2024-04-03 10:51:08,811 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 827}
2024-04-03 10:51:09,430 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 581}
2024-04-03 10:51:10,429 - {'calling_function_name': 'get_life_circumstances', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/patient_journey_generator/generator.py', 'calling_line': 141, 'tokens_used': 417}
2024-04-03 10:51:10,742 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 580}
2024-04-03 10:51:12,296 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 583}
2024-04-03 10:51:14,230 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 595}
2024-04-03 10:51:15,644 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 601}
2024-04-03 10:51:16,093 - {'calling_function_name': 'generate_patient_journey', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/patient_journey_generator/generator.py', 'calling_line': 20, 'tokens_used': 788}
2024-04-03 10:51:17,202 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 597}
2024-04-03 10:51:18,173 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 1013}
2024-04-03 10:51:18,619 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 593}
2024-04-03 10:51:19,513 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 880}
2024-04-03 10:51:19,612 - {'calling_function_name': 'get_life_circumstances', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/patient_journey_generator/generator.py', 'calling_line': 141, 'tokens_used': 418}
2024-04-03 10:51:19,959 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 595}
2024-04-03 10:51:21,675 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 595}
2024-04-03 10:51:22,806 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 594}
2024-04-03 10:51:23,994 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 594}
2024-04-03 10:51:24,535 - {'calling_function_name': 'generate_patient_journey', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/patient_journey_generator/generator.py', 'calling_line': 20, 'tokens_used': 772}
2024-04-03 10:51:25,349 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 593}
2024-04-03 10:51:26,352 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 959}
2024-04-03 10:51:26,955 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 596}
2024-04-03 10:51:27,822 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 826}
2024-04-03 10:51:31,196 - {'calling_function_name': '__spellcheck', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 40, 'tokens_used': 1919}
2024-04-03 10:51:34,313 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 945}
2024-04-03 10:51:35,836 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 811}
2024-04-03 10:51:37,145 - {'calling_function_name': '__punctuationcheck', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 50, 'tokens_used': 1968}
2024-04-03 10:51:43,725 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 968}
2024-04-03 10:51:44,708 - {'calling_function_name': '__identify_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 60, 'tokens_used': 2179}
2024-04-03 10:51:45,594 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 834}
2024-04-03 10:51:52,127 - {'calling_function_name': '__transform_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 70, 'tokens_used': 2250}
2024-04-03 10:51:52,880 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 906}
2024-04-03 10:51:54,030 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 773}
2024-04-03 10:51:59,356 - {'calling_function_name': '__interpret_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 90, 'tokens_used': 2162}
2024-04-03 10:52:01,822 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 1008}
2024-04-03 10:52:03,161 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 873}
2024-04-03 10:52:03,545 - {'calling_function_name': '__calculate_timestamps', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_patient_journey_preprocessor.py', 'calling_line': 80, 'tokens_used': 2008}
2024-04-03 10:52:05,774 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 592}
2024-04-03 10:52:07,131 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 756}
2024-04-03 10:52:08,019 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 702}
2024-04-03 10:52:09,581 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 665}
2024-04-03 10:52:10,498 - {'calling_function_name': '__extract_cohort_tags', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_cohort_tagger.py', 'calling_line': 36, 'tokens_used': 659}
2024-04-03 10:52:12,679 - {'calling_function_name': '__extract_activities', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_activity_labeler.py', 'calling_line': 39, 'tokens_used': 1010}
2024-04-03 10:52:14,410 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 582}
2024-04-03 10:52:16,184 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 581}
2024-04-03 10:52:17,318 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 577}
2024-04-03 10:52:18,647 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 578}
2024-04-03 10:52:20,016 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 579}
2024-04-03 10:52:21,376 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 580}
2024-04-03 10:52:22,786 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 581}
2024-04-03 10:52:24,295 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 589}
2024-04-03 10:52:25,762 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 579}
2024-04-03 10:52:27,046 - {'calling_function_name': '__extract_start', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 42, 'tokens_used': 579}
2024-04-03 10:52:28,380 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 595}
2024-04-03 10:52:29,501 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 594}
2024-04-03 10:52:31,636 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 590}
2024-04-03 10:52:33,239 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 591}
2024-04-03 10:52:34,710 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 592}
2024-04-03 10:52:36,050 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 593}
2024-04-03 10:52:37,289 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 594}
2024-04-03 10:52:38,741 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 602}
2024-04-03 10:52:40,047 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 592}
2024-04-03 10:52:41,383 - {'calling_function_name': '__extract_end_date', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_time_extractor_backup.py', 'calling_line': 56, 'tokens_used': 592}
2024-04-03 10:52:49,418 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 967}
2024-04-03 10:52:51,098 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 832}
2024-04-03 10:53:00,164 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 1016}
2024-04-03 10:53:01,880 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 881}
2024-04-03 10:53:08,053 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 946}
2024-04-03 10:53:09,462 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 816}
2024-04-03 10:53:12,993 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 681}
2024-04-03 10:53:14,437 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 548}
2024-04-03 10:53:17,282 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 690}
2024-04-03 10:53:18,410 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 556}
2024-04-03 10:53:25,080 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 882}
2024-04-03 10:53:26,576 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 747}
2024-04-03 10:53:34,092 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 1001}
2024-04-03 10:53:35,712 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 865}
2024-04-03 10:53:43,062 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 1015}
2024-04-03 10:53:44,792 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 873}
2024-04-03 10:53:52,777 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 1016}
2024-04-03 10:53:54,209 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 881}
2024-04-03 10:53:57,691 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 49, 'tokens_used': 664}
2024-04-03 10:53:59,609 - {'calling_function_name': '__classify_event_type', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_event_type_classifier.py', 'calling_line': 57, 'tokens_used': 531}
2024-04-03 10:54:02,392 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 43, 'tokens_used': 535}
2024-04-03 10:54:04,000 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 52, 'tokens_used': 427}
2024-04-03 10:54:06,054 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 43, 'tokens_used': 493}
2024-04-03 10:54:07,345 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 52, 'tokens_used': 386}
2024-04-03 10:54:09,790 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 43, 'tokens_used': 530}
2024-04-03 10:54:11,490 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 52, 'tokens_used': 427}
2024-04-03 10:54:13,002 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 43, 'tokens_used': 471}
2024-04-03 10:54:14,460 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 52, 'tokens_used': 367}
2024-04-03 10:54:16,544 - {'calling_function_name': '__classify_location', 'calling_file': '/home/tkv29/progress-bar/TracEX/tracex/extraction/logic/modules/module_location_extractor.py', 'calling_line': 43, 'tokens_used': 518}
