Placeholder for log data
2024-04-18 12:10:59,471 - {'calling_function_name': '__extract_activities', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_activity_labeler.py', 'calling_line': 39, 'tokens_used': 386, 'input_tokens_used': 375, 'output_tokens_used': 11}
2024-04-18 12:14:15,354 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:14:15,927 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:14:16,599 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:14:17,305 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 188, 'input_tokens_used': 187, 'output_tokens_used': 1}
2024-04-18 12:14:19,861 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:14:20,396 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:14:20,858 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:14:21,539 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 188, 'input_tokens_used': 187, 'output_tokens_used': 1}
2024-04-18 12:14:22,059 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 187, 'input_tokens_used': 186, 'output_tokens_used': 1}
2024-04-18 12:14:24,669 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:25,098 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 196, 'input_tokens_used': 195, 'output_tokens_used': 1}
2024-04-18 12:14:25,696 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:14:26,158 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 191, 'input_tokens_used': 190, 'output_tokens_used': 1}
2024-04-18 12:14:26,722 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 191, 'input_tokens_used': 190, 'output_tokens_used': 1}
2024-04-18 12:14:29,279 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 194, 'input_tokens_used': 193, 'output_tokens_used': 1}
2024-04-18 12:14:29,893 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:14:30,333 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:30,824 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:31,449 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 187, 'input_tokens_used': 186, 'output_tokens_used': 1}
2024-04-18 12:14:34,090 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:14:34,622 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:35,219 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:35,736 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 187, 'input_tokens_used': 186, 'output_tokens_used': 1}
2024-04-18 12:14:36,237 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:38,696 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:14:39,172 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:14:39,656 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:14:40,183 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:14:40,751 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 193, 'input_tokens_used': 192, 'output_tokens_used': 1}
2024-04-18 12:14:43,347 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 186, 'input_tokens_used': 185, 'output_tokens_used': 1}
2024-04-18 12:14:43,825 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:14:44,341 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:44,782 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:14:45,325 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 186, 'input_tokens_used': 185, 'output_tokens_used': 1}
2024-04-18 12:14:47,872 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 183, 'input_tokens_used': 182, 'output_tokens_used': 1}
2024-04-18 12:14:48,278 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 187, 'input_tokens_used': 186, 'output_tokens_used': 1}
2024-04-18 12:14:48,756 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 186, 'input_tokens_used': 185, 'output_tokens_used': 1}
2024-04-18 12:14:49,373 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:50,207 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 183, 'input_tokens_used': 182, 'output_tokens_used': 1}
2024-04-18 12:14:52,786 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 182, 'input_tokens_used': 181, 'output_tokens_used': 1}
2024-04-18 12:14:53,902 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 186, 'input_tokens_used': 185, 'output_tokens_used': 1}
2024-04-18 12:14:54,395 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:14:54,976 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 188, 'input_tokens_used': 187, 'output_tokens_used': 1}
2024-04-18 12:14:55,405 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 182, 'input_tokens_used': 181, 'output_tokens_used': 1}
2024-04-18 12:14:57,904 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:14:58,386 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:14:58,868 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:14:59,292 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 186, 'input_tokens_used': 185, 'output_tokens_used': 1}
2024-04-18 12:14:59,783 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 188, 'input_tokens_used': 187, 'output_tokens_used': 1}
2024-04-18 12:15:02,306 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 186, 'input_tokens_used': 185, 'output_tokens_used': 1}
2024-04-18 12:15:02,840 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:15:03,342 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 183, 'input_tokens_used': 182, 'output_tokens_used': 1}
2024-04-18 12:15:03,847 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:15:04,439 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:15:07,050 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:15:07,579 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 183, 'input_tokens_used': 182, 'output_tokens_used': 1}
2024-04-18 12:15:08,104 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:15:08,624 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 185, 'input_tokens_used': 184, 'output_tokens_used': 1}
2024-04-18 12:15:09,625 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:15:12,279 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:15:12,794 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:15:13,261 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:15:13,791 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 196, 'input_tokens_used': 195, 'output_tokens_used': 1}
2024-04-18 12:15:14,297 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 194, 'input_tokens_used': 193, 'output_tokens_used': 1}
2024-04-18 12:15:16,897 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 188, 'input_tokens_used': 187, 'output_tokens_used': 1}
2024-04-18 12:15:17,412 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 188, 'input_tokens_used': 187, 'output_tokens_used': 1}
2024-04-18 12:15:18,021 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:15:18,572 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:15:19,068 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:15:21,613 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 187, 'input_tokens_used': 186, 'output_tokens_used': 1}
2024-04-18 12:15:22,124 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 191, 'input_tokens_used': 190, 'output_tokens_used': 1}
2024-04-18 12:15:22,638 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:15:23,244 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:15:23,877 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:15:26,398 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 191, 'input_tokens_used': 190, 'output_tokens_used': 1}
2024-04-18 12:15:26,817 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:15:27,345 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:15:27,852 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:15:30,345 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:15:30,807 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 187, 'input_tokens_used': 186, 'output_tokens_used': 1}
2024-04-18 12:15:31,340 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 187, 'input_tokens_used': 186, 'output_tokens_used': 1}
2024-04-18 12:15:31,832 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:16:18,987 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 191, 'input_tokens_used': 190, 'output_tokens_used': 1}
2024-04-18 12:16:19,640 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:16:20,494 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:16:20,959 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:16:23,479 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:16:24,071 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:16:24,525 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:16:25,006 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 193, 'input_tokens_used': 192, 'output_tokens_used': 1}
2024-04-18 12:16:27,456 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:16:28,079 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:16:28,593 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:16:29,095 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 193, 'input_tokens_used': 192, 'output_tokens_used': 1}
2024-04-18 12:16:31,616 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 195, 'input_tokens_used': 194, 'output_tokens_used': 1}
2024-04-18 12:16:32,111 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 193, 'input_tokens_used': 192, 'output_tokens_used': 1}
2024-04-18 12:16:32,551 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 193, 'input_tokens_used': 192, 'output_tokens_used': 1}
2024-04-18 12:16:33,087 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 196, 'input_tokens_used': 195, 'output_tokens_used': 1}
2024-04-18 12:16:35,664 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 190, 'input_tokens_used': 189, 'output_tokens_used': 1}
2024-04-18 12:16:36,265 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 188, 'input_tokens_used': 187, 'output_tokens_used': 1}
2024-04-18 12:16:36,795 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 188, 'input_tokens_used': 187, 'output_tokens_used': 1}
2024-04-18 12:16:37,244 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 191, 'input_tokens_used': 190, 'output_tokens_used': 1}
2024-04-18 12:16:39,734 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 191, 'input_tokens_used': 190, 'output_tokens_used': 1}
2024-04-18 12:16:40,360 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:16:40,883 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:16:41,384 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 192, 'input_tokens_used': 191, 'output_tokens_used': 1}
2024-04-18 12:16:43,840 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 191, 'input_tokens_used': 190, 'output_tokens_used': 1}
2024-04-18 12:16:44,366 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
2024-04-18 12:16:44,866 - {'calling_function_name': '__find_activity', 'calling_file': '/Users/pit/TracEX/tracex_project/extraction/logic/modules/module_trace_comparator.py', 'calling_line': 125, 'tokens_used': 189, 'input_tokens_used': 188, 'output_tokens_used': 1}
